,comment_id,Comment,word_length
1341,2504,"It was quite an interesting week with a lot of work to be done but we pulled it off and Mr Abudi was of much great and appreciated help. 
He researched and listed all tools that we can use to spot for our social media platforms especially the website, theablestate.com.",4.38
1342,2506,"Rebecca successfully coded the mobile delivery app and built the apk for the app to run on a real mobile device. She's now going to embark on end of internship coding challenge. That is, building internship registration app from scratch.",4.95
1343,2507,Jacintah is working on the end of internship challenge. I encourage her to contact the Lead Developer incase of any challenge and to make use of internet to read more about different programming languages.,5.0588235294117645
1344,2508,"Musumba's attendance record for these week was exceedingly proper regardless of the network connection challenges.
He has continued to maintain a good working relationship with team members she was assigned to.
He is so inquisitive, asks to learn and he has been so attentive during all the trainings.",5.291666666666667
1345,2509,Indicated progress on tasks assigned to the intern in week 5 reviewed and completion acknowledged.,5.6
1346,2512,I'm sorry Racheal about the personal challenges that have affected your output. I commend you for not giving up on the team and the assignment amidst all these challenges. I hope the situation gets better.,4.885714285714286
1347,2513,She improvises where its needed to help another colleague and its helpful to work with her.,4.75
1348,2514,she is very active in consulting and always looking for away forward depending on the problem we are solving.,4.7894736842105265
1349,2515,"she is a team player, interactive  and  professional in whatever she does.",5.083333333333333
1350,2516,Lubega Nabunje exhibit good relationship with partners and deliver project well.,6.363636363636363
1351,2517,"Does not require constant supervision.
Has had no unscheduled absences, except for documented emergencies.
Maintains good working relationships with coworkers.
Usually adjusts well to changes in the work place.
Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail.",6.488372093023256
1352,2518,Richard has acquired the basic knowledge of writing USSD applications.,6.1
1353,2519,Satisfactory progress,10.0
1354,2520,The Unet model was updated with 2 more variations with minor changes in the architecture to improve the model IOU accuracy. I am also very impressed with the organization of the code on GitHub which is very clear and modular and easy to learn.,4.545454545454546
1355,2521,"Arrangements for data facilitation are being made. Please contact Ms. Dorothy.
Looking forward to seeing results from the Figma task.",5.7
1356,2522,Mulema has acquired some basic knowledge of doing Mobile money payments and Card. He can now integrate this in a web application.,4.909090909090909
1357,2525,All tasks were completed very well and on time,4.222222222222222
1358,2526,Requirements gathering and documentation was done well. He understood the requirements well and proceeds to database design. As well usage of version control tools,5.833333333333333
1359,2528,"Good progress made by Micheal:
- Micheal accomplished his tasks to expectations as awarded in the week's sprint. 
- proving to be a good resource with design work  -  coming in handy to make changes to already designed work. There is room for him to develop further his design abilities --maybe through undertaking some short courses in graphic design to improve his appreciation of visual appeal in addition to functionality.",5.057142857142857
1360,2530,Thanks Ryan for the commitment to the project and diligence to see it through. Keep it up.,4.352941176470588
1361,2531,Pius has created views which will enable the access and advanced preprocessing of the base data before it is transmitted to through the end points. The basic views enable access of all the data which is a good start. I hope to see the advanced implementation when we have a review with othe4r members of the team that are handling the data analysis.,4.555555555555555
1362,2532,Matia has got knowledge about SSH and remote server configuration for web system deployment. He has also acquired adequate knowledge about PHP and its principles.,5.52
1363,2533,Thank you Sharifa for retracing your steps even after faltering. It is this positive attitude that will take you places. Please keep it up.,4.833333333333333
1364,2534,"Asingwire has been an interactive person in this session, she would take a step to explain to others where they go wrong.",4.545454545454546
1365,2535,"The User Interface is a basic one but good for the start, and hope you can build onto that to do something better next time. But I'm pleased with the work done so far on the project. please keep going.",4.05
1366,2536,"Bwimi has obtained knowledge in making payment integrations, Using PHP, MySQL, HTML, and JS, she can write a simple payment integration for Mobile money and Card with support from Flutterwave.",5.433333333333334
1367,2537,"The recommended changes have been made and the report has been completed for the project. I am satisfied with the documentation of the EDA, experimentation and results as reflected in the report. The GitHub repository has also been updated to reflect the recommended changes in the experiment",5.23404255319149
1368,2539,"Kenneth started to work on his final report for the internship, he probably missed our class on payment integration.",5.157894736842105
1369,2540,He was Working on his final project report,4.375
1370,2541,Semata was present in the last class where we interacted and solved the questions that everyone had,4.882352941176471
1371,2542,Progressive week since he met the week's deliverable targets.,5.888888888888889
1372,2543,A fast learner and a good time manager,3.875
1373,2544,Guloba has acquired good knowledge on about PHP and git,4.6
1374,2545,"Guloba has acquired knowledge about SQL, he can write simple commands like SELECT, and INSERT INTO. he can also write simple scripts with PHP and MySQLi",4.884615384615385
1375,2546,"Using PHP and MySQLi, Guloba can write simple USSD applications",5.4
1376,2547,Guloba has started obtaining simple knowledge about payment integration,7.0
1377,2548,"Kirya has acquired knowledge on making payment integrations with Mobile money and Card. He can now use this knowledge to write a cashless applications in the real world. Keep practicing, Kirya.",5.258064516129032
1378,2550,Thanks Jedidiah for the commitment. The communication problems in your team have greatly affected your output. They really need to be worked on.,5.304347826086956
1379,2553,Thank you Trevor for the diligence exhibited thus far. Keep it up.,4.583333333333333
1380,2555,Keep learning,6.0
1381,2557,Thank you Walter for the commitment to the project and diligence to see it through up to this point. Keep it up.,4.136363636363637
1382,2558,"Despite a few challenges, Rebecca managed to start internship at Stratcom and she is doing well. Because of distance, I encourage her to start her journey abit early so that she can be at Stratcom in time for training.",4.615384615384615
1383,2559,Rebecca successfully completed this week's main task of configuring VLANs on layer 2 devices and DHCP on layer 3 devices.,5.1
1384,2560,At first she had abit trouble with basic device configuration. But She has perfected all commands needed to operate the cisco IOS.,4.954545454545454
1385,2561,"After completing this week's main tasks, Rebecca can now fix a PC. She can also set up a wireless network and accommodate wireless users on a wired network.",4.607142857142857
1386,2567,"Your challenges are noted, but as team leader, you were involved in the documentation of the user stories and the drafting of the solutions design document. It is at that stage that we ought to have addressed any ambiguity. I have not altered your requirements. I have let you run the project and am always ready to clarify any bit of the requirements that is not clear. I encourage you to work more closely with your colleague to get this product delivered.",4.597560975609756
1387,2568,all task were completed on time,4.333333333333333
1388,2569,You are able to pick up new tools easily and your general productivity is good. I would love to see you being better at explaining your work by teaching someone else. Overall it was a good week.,4.27027027027027
1389,2572,This task was executed well with minimal help which shows me that he is learning and getting comfortable with handling servers.,5.095238095238095
1390,2573,The ability to document everything that you set up on a server is very important because in case the person that set it up is not able to work on something then any other member of the group can handle whatever needs to be done.  We have very good progress with this and some good documentation has been made.,4.237288135593221
1391,2574,Solomon needs to invest some more time in working with computer hardware but otherwise he has a clear grasp of the basics of hardware maintenance.,4.88
1392,2575,"He advanced in the tasks at hand, with excellent team work.",4.454545454545454
1393,2576,Pamella managed to start internship at Stratcom and she is doing well.,4.916666666666667
1394,2577,"Noeline started her internship at Stratcom, and she is doing well.",5.090909090909091
1395,2578,Elysmus has completed this week's tasks without any challenge. He is doing well.,5.230769230769231
1396,2583,"Despite a few challenges, Aida managed to complete this week's main tasks. I still encourage her to upgrade her machine for better performance.",5.260869565217392
1397,2584,Hellen started her internship at Stratcom and she is doing well. She also completed this week's main tasks without any challenge.,5.190476190476191
1398,2585,Louisa is almost done with the end of internship challenge.,5.0
1399,2587,Patricia managed to start internship and she is doing well.,5.0
1400,2588,Tasks Completed Successfully,8.666666666666666
1401,2589,The student has been enable to successfully master how to configure DHCP SERVER and configure LAN,5.125
1402,2591,Nansamba Nuluyati has good etiquette and good manners.,5.875
1403,2592,"Kayiwa checked the design document before submission for discussion. The output reflects the overall team level of understanding of the assignment, so my contribution was appreciated. Though he experienced connectivity setbacks my assessment is that the team underestimated the work involved at this stage of a system build from scratch. I expect the them to catch up as the business requirements get clearer with progress.",5.523076923076923
1404,2594,"Benadette, I'm impressed by your diligence. Please keep it up.",5.3
1405,2595,The program was operating well,5.2
1406,2596,"Umar's attendance record for these week was exceedingly proper regardless of the network connection challenges.
He has continued to maintain a good working relationship with team members she was assigned to.
He is so inquisitive, asks to learn and he has been so attentive during all the trainings.",5.229166666666667
1407,2598,"Joan's attendance record for these week was exceedingly proper regardless of the network connection challenges.
Joan did not require constant supervision
She has continued to maintain a good working relationship with team members she was assigned to.",5.783783783783784
1408,2599,Technical challenges were a hindrance to him this week.,5.222222222222222
1409,2600,Focus was on networking this week.,4.833333333333333
1410,2601,Presented as much of the design document as had been prepared. Appreciated the contribution towards the logical views and omission in the processes. Only 60% of the week's assignment was completed. This was due to underestimation of the work involved in the beginning of a development /system building project. I expect the team to catch up as the business requirements get clearer as we progress.,5.123076923076923
1411,2602,Resty should get used to errors because they are part of coding. She also has to present a solution for the coding challenge before we sign her off.,4.321428571428571
1412,2603,Collins met expectations for the week.,5.5
1413,2604,I was impressed by the deployment plan; very detailed with summarised tables. But deploying is another thing so I look forward to how you will fare.,4.730769230769231
1414,2605,Sam has perfected all commands needed to configure a cisco router and switch.,5.0
1415,2607,"Despite power issues, Stom is almost done with the challenge. Before we sign him off, he has to present the end of internship challenge (a Jobconnect App) that will link job seekers to recruiters.",4.794117647058823
1416,2608,This was done,3.6666666666666665
1417,2609,"Great sprint demo, good job leading the sprint and taking team advise.",4.916666666666667
1418,2610,I'm sorry to learn about the electricity outages Viola. I encourage you to persist and accomplish the tasks at hand.,4.85
1419,2612,Rhoda managed to start her internship at Stratcom and so far she is doing well. She switched from coding to networking practical sessions.,5.043478260869565
1420,2613,"Before we sign her off, Mary is supposed to present end of internship coding challenge. She is doing well so far.",4.428571428571429
1421,2614,Margret managed to start her internship at Stratcom and she is doing well.,4.769230769230769
1422,2615,Awaiting the plan for the website,4.666666666666667
1423,2617,Sarah successfully completed this week's tasks. She's a promising networking professional.,7.2727272727272725
1424,2618,"Ronald can now set up  a LAN with a number of PCs. He can also share resources (printers, internet connection, documents ..... etc ) on a network with ease.",4.379310344827586
1425,2619,self driven and can work independently,5.5
1426,2620,"Before we sign him off, Alex should present a solution for the end of internship challenge.",4.75
1427,2621,"Progress has been made with analyzing the geodata to generate more attributes that will be used  to impute missing values on one of the datasets.
Sharon has also worked using GPS coordinates on another dataset to compute the distance between data points.",5.0476190476190474
1428,2622,"Before we sign him off, Davis should present a solution for the end of internship challenge.",4.8125
1429,2623,Solomon has started internship and he is doing well. I encourage him to contact the Lead Trainer in case of any challenge,4.545454545454546
1430,2624,"Despite transport challenge, Gilbert managed to start internship at Stratcom and he is doing well.",5.6
1431,2625,"Aaron managed to start internship at Stratcom and he's doing well. He also completed this week's main tasks. That is, cable termination,  dismantling and assembling PCs, and performing basic configurations on layer 2 & 3 devices.",5.361111111111111
1432,2626,"Resty doesn't need internet to do practical sessions in Networking. That aside, she has completed this week's tasks.",5.5
1433,2627,Sandra should learn to first do requirements analysis before developing any app.,5.75
1434,2628,"He successfully completed this week's tasks, that is, configuring access control lists on layer 3 devices to filter network traffic. He has also perfected all commands needed to operate the cisco IOS.",5.28125
1435,2629,Luise started her internship at Stratcom and she has completed this week's tasks without any challenge.,5.5
1436,2630,Heather started her internship at Stratcom and she's doing well. She also managed to complete this week's tasks without any challenge.,5.428571428571429
1437,2632,"Before we sign him off, Joshua should present a solution for the coding challenge.",4.928571428571429
1438,2633,"Before we sign him off, Collins is supposed to present a solution for the internship coding challenge.",5.0588235294117645
1439,2634,"Before we sign her off, Mariam should present a solution for the end of internship challenge.",4.875
1440,2635,"Before we sign him off, Raymond has to present the end of internship challenge (Coding a JobConnect App from scratch). I also encourage him to get used to debugging errors since debugging is inseparable with coding.",5.0
1441,2636,"Despite  a few challenges, Sarah has started internship at Stratcom. She can now terminate and test network cables in addition to performing basic configurations on intermediary devices (routers and switches).",5.966666666666667
1442,2637,I encourage Martha to get used to errors because they are part of coding.,4.285714285714286
1443,2638,Active participation in the workshop. Good job again with these fixes.,5.454545454545454
1444,2639,"Before we sign him off, Edwin should present a solution for the coding challenge. He should also upgrade his machine for better performance.",5.130434782608695
1445,2641,"Before we sign her off, Yvette should present a solution for the internship coding challenge.",5.266666666666667
1446,2642,"the student's knowledge about the SATA was interesting 
the student has an ability of doing research before tackling the activities which is very good",5.25
1447,2643,Sharifah Nakagwe performed well on the task assigned.,5.75
1448,2644,Joram managed to start internship at Stratcom and he's doing well.,5.090909090909091
1449,2646,"Before we sign her off, Pamella should present a solution for the coding challenge.",5.0
1450,2647,He can now set up a LAN with a  number of PCs and also share resources like printers and internet connection on a network.,4.083333333333333
1451,2648,Caroli can now install any operating system and application software.,6.0
1452,2649,A machine that freezes can frustrate any developer. So I encourage Emilly to upgrade her laptop.,5.0625
1453,2650,"Before we sign her off, Norah should present a solution for end of internship challenge.",4.933333333333334
1454,2651,"Before we sign him off, Dauglas should present a solution for the end of internship coding challenge.",5.0
1455,2652,"Before we sign him off, Marvin has to code and present end of internship coding challenge (building a multi page dynamic website for his former school) from scratch.",4.928571428571429
1456,2653,Apollo managed to start internship at Stratcom and he's doing well.,5.181818181818182
1457,2654,Fatihi managed to start internship at Stratcom and he is doing well.,4.75
1458,2656,"Despite his fixed schedule at work, he still finds time to come to Stratcom for internship.",4.75
1459,2657,"Despite a few challenges, Jonas managed to start internship at Stratcom. He's attending both coding and networking practical sessions. For internet challenge, I encourage him to make use of the recordings.",5.645161290322581
1460,2658,She's going to embark on Linux Systems Administration to back up her newly acquired skills in Networking.,5.235294117647059
1461,2659,"Before we sign him off, Warid should present a solution for the end of internship challenge.",4.8125
1462,2661,"She has acquired the necessary hands-on skills to fix or troubleshoot common problems with printers, scanners and photocopying machines. She can also operate these devices with ease.",5.777777777777778
1463,2662,We have not had the group meeting so work on improving the views is on hold.,3.8125
1464,2663,"Before we sign him off, Daniel is supposed to code and present end of internship coding challenge. That is, coding a JobConnect App from scratch. This App will link job seekers to recruiters.",4.818181818181818
1465,2664,He demonstrate excellent skills in User centred Design through his mock ups. We adopted his mock ups to improve the User experience in our android app for content management,5.0
1466,2665,"Junior managed to code the mobile delivery app. He also built the apk for the app to run on a real mobile device. He's going to embark on end of internship coding challenge. That is, building an App from scratch.",4.325
1467,2666,"Benon's attendance record for these week was exceedingly proper regardless of the network connection challenges.
He has continued to maintain a good working relationship with team members she was assigned to.
He is so inquisitive, asks to learn and he has been so attentive during all the trainings.",5.25
1468,2667,Jovan has started internship and he's doing well. He's passionate about Networking and we are going to equip him with hands-on skills in Networking and Systems Administration.,5.518518518518518
1469,2668,"Before we sign him off, Emmanuel should present a solution for the internship coding  challenge.",5.4
1470,2669,"Nuhu is almost done with the end of internship coding challenge. That is, building a job connect App from scratch.",4.75
1471,2670,"Despite a few challenges especially with transport, Sheenah managed to start her internship at Stratcom and completed this week's tasks (cabling and basic device configuration) with ease.",5.962962962962963
1472,2671,"Despite the distance, Gordan managed to start internship at Stratcom and he's doing well. His primary area of interest is Networking.",5.380952380952381
1473,2672,The work this week has focused on progressing the GPS data analysis to use the geo-coded data to calculate distances between data points and cluster them by area to get a measure of the effort input to capture the data.,4.5
1474,2674,Collins has successfully completed this week's tasks and he's doing well.,5.7272727272727275
1475,2675,"Despite a few challenges, Hope managed to start her internship at Stratcom.",5.333333333333333
1476,2676,Work has been done to develop dashboard mockups for visualizing the data that will be exposed from the endpoints. This   task is also dependent on other team members finalizing the data analysis.,5.0625
1477,2678,Samson successfully set up the database enviroment for the mobile delivery App.,5.666666666666667
1478,2679,"Moses successfully coded and presented the end of internship challenge (coding a multi page dynamic website for his former school). He is supposed to write end of internship report, explaining in detail all the new skills he has acquired.",5.128205128205129
1479,2680,"Clouding Computing is one of the fastest-growing technologies in the field of computing. Many faculties of technologies are awakened to the benefits of cloud computing. At Anoixi Link we believe in the dynamic transformation of our employers, therefore this week we recommended Mr. Joshua to attend a 5 -day workshop in cloud computing technologies. This has helped the trainee to explore the trending benefits and technologies of cloud computing.",5.492753623188406
1480,2681,Mockup updates have been pushed to the repository and will be evaluated when the implementation begins,5.4375
1481,2682,Isaac has started internship. I encourage him to plan his movements a bit early so that he is at Stratcom in time for training sessions.,4.48
1482,2684,"Before we sign him off, Jackson should present a solution for the end of internship challenge.",4.9375
1483,2685,I encourage Mwesigwa to make use of internet for simple research or to better understand some concepts. . He can also contact the Lead Developer for guidance .,4.714285714285714
1484,2686,"Ian has started coding the end of internship challenge. Before we sign him off, he has to present this app.",4.4
1485,2687,"The website was published and the client was invited to start using it. It is a content management system and eCommerce website. We asked the client to note down any bugs so that we can fix them.

Timothy has progressed well in his internship and I was able to notice the following abilities in him.
1. He has personal initiative.
2. He grasps complex concepts and has the ability to simplify them into codeble solutions.
3. He has leadership abilities. 
4. He somewhat rigid and he needs to improve.

I believe that he has a bright future and given correct mentor-ship, he will be great engineer",4.60377358490566
1486,2689,"Andrew's attendance record for these week was exceedingly proper regardless of the network connection challenges.
He has continued to maintain a good working relationship with team members he was assigned to.
He is so inquisitive, asks to learn and he has been so attentive during all the trainings.",5.25
1487,2690,He's almost done with the coding challenge.,5.285714285714286
1488,2691,she is  good  at time management and  very consistent.,4.777777777777778
1489,2693,Congratulations on finishing your internship with us. I wish you all the best as you strive towards actualising your professional career goals.,5.545454545454546
1490,2694,"He's almost done with the internship challenge. Before we sign him off, Abdullah has to present the end of internship challenge, a web app that will enable students to apply for internship at Stratcom.",4.9411764705882355
1491,2695,Task completed on time.,5.0
1492,2696,"Does not require constant supervision.
Has had no unscheduled absences, except for documented emergencies.
Maintains good working relationships with coworkers.
Usually adjusts well to changes in the work place.
Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail.",6.488372093023256
1493,2697,"Great work. I would love to know the attributes of the dataset used in the next week's tasks, include these details in your weekly report. If publicly available, include a link to the dataset.",4.676470588235294
1494,2698,I encourage Patricia to make use of internet to research more about any software / tools that are abit complicated.,4.8
1495,2699,. Joshua has successfully completed this week's tasks. I encourage him to perfect linux since it's a very good operating system in terms of security,4.96
1496,2700,Good progress Alex. Keep up the spirit,4.571428571428571
1497,2701,Very Good performance from the Intern,5.333333333333333
1498,2706,Awaiting the plan,5.0
1499,2707,Thank you Racheal for leading the team throughout the internship period.,5.636363636363637
1500,2708,"Despite the distance challenge, Hilda is doing well. She has acquired the practical skills to set up a print server, share printers on the LAN and also install printer control language drivers on end devices.",4.9714285714285715
1501,2710,"Gloria is working on the end of internship challenge, that is coding Stratcom Internship Registration App from scratch.  Before we sign her off, she must present this project.",5.25
1502,2711,"Nicely done with the Figma designs.
Active participation in the workshop and social media outreach.",5.666666666666667
1503,2712,Andrew successfully completed this week's tasks. I still encourage him to plan his movements abit early to save on transport costs.,5.285714285714286
1504,2714,"Mariam, I commend you for the tremendous improvement recorded lately. You can improve your reporting by indicating more details about the project you were handling such as the url of the website or the client name.",4.972222222222222
1505,2715,"Shivan, I congratulate you on successfully completing the internship. Keep up the positive attitude, punctuality and diligence because they will definitely make you a better professional.",6.230769230769231
1506,2716,This was completed,5.333333333333333
1507,2717,This was done,3.6666666666666665
1508,2718,Thank you Zaharah for being a committed team player throughout the internship period. I wish you all the best in your future endeavours.,4.956521739130435
1509,2719,Thank you Andrew for the efforts. Please check the latest feedback on email regarding this task and attend to it.,4.7
1510,2721,Chrispus is almost done with the internship challenge. He also tries his best to fix coding errors.,4.882352941176471
1511,2722,Quick learner,6.0
1512,2723,Neat works,4.5
1513,2724,"Committed to the training Process, Punctual",6.333333333333333
1514,2725,"NOC Being A core section in operations, He is carrying on with intrest. An intresting aspect of him",4.555555555555555
1515,2726,Encouraging commitment to the weeks tasks,6.0
1516,2727,"Holistic approach to training, significantly taking shape",7.285714285714286
1517,2728,Good understanding of tasks through the week,5.428571428571429
1518,2729,Gathered good knowledge on the tasks of the week,4.444444444444445
1519,2730,Confident when give assignment during the week.,5.857142857142857
1520,2731,"Muyimba successfully completed this week's tasks  that is, setting up a wireless LAN and operating office equipment.",5.823529411764706
1521,2732,Mboizi Eric's performance is commendable and we are happy with his progress.,5.416666666666667
1522,2734,Progressive,11.0
1523,2735,"Financially challenged that led to failure in attendance ,but got access to the material later..",5.466666666666667
1524,2736,"Practice creating websites for different industries. Learn how to create content for websites.
Get a live hosting package to try out your websites online.
Excellent work.",5.576923076923077
1525,2737,Steven has successfully completed this week's tasks. He can now set up a LAN and also share resources like printers and internet connection without any problem.,5.1923076923076925
1526,2739,"Master the SQL by practicing data entry and manupilation using command line.
Excellent work",5.571428571428571
1527,2740,"More practice needed on databases. 
Excellent work",6.142857142857143
1528,2743,"Despite a few challenges with power and network, Rebecca managed to complete some tasks like designing the login page, home page and sign up component for the end of internship challenge ( Internship Registration System ). She is also supposed to write end of internship report explaining in detail all the new skills she has acquired.",5.0
1529,2744,"Before we sign her off, Jacintah is supposed to code and present end of internship challenge ( a web App that enables students to apply for internship at Stratcom) from scratch.",4.741935483870968
1530,2745,"Musumba's attendance record for these week was exceedingly proper regardless of the network connection challenges.
He has continued to maintain a good working relationship with team members she was assigned to.
He is so inquisitive, asks to learn and he has been so attentive during all the trainings.",5.291666666666667
1531,2746,Shadrack has started internship and he's doing well. He's passionate about Networking.,6.25
1532,2747,She finished her course and assignment given to test her understanding,5.454545454545454
1533,2748,"Does not require constant supervision.
Has had no unscheduled absences, except for documented emergencies.
Maintains good working relationships with coworkers.
Usually adjusts well to changes in the work place.
Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail.",6.488372093023256
1534,2749,"Does not require constant supervision.
Has had no unscheduled absences, except for documented emergencies.
Maintains good working relationships with coworkers.
Usually adjusts well to changes in the work place.
Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail.",6.488372093023256
1535,2751,"she is very active while interacting with others, informative and delivers  what is required of her",5.1875
1536,2752,Sharifa is a very interactive person and always willing to work an extra mile.,4.642857142857143
1537,2753,Lillian should get her machine fixed so that she continues with the development process.,5.357142857142857
1538,2754,Indicated progress on tasks assigned to the intern in week 6 reviewed and completion acknowledged.,5.6
1539,2757,This was all completed,4.75
1540,2758,This was completed,5.333333333333333
1541,2759,Alvin has completed the first milestone of his internship i.e. optimizing the Unet model to address deficiencies in the current deployed model. A lot of work has also been done with post -detection analysis like contour detection to measure other properties of the segmentations.,5.363636363636363
1542,2761,There is always a need to move an installation from one server to another and this is a skill I want him to be able to have.,3.6296296296296298
1543,2762,This was completed,5.333333333333333
1544,2764,Mr. Mutamba submitted and presented the comparison report for the social media platforms to the Online Presence Manager.,5.722222222222222
1545,2767,Networking was at center stage and it was a progressive area for Apollo.,4.615384615384615
1546,2769,"She's working on the end of internship challenge. That is, building a multi page responsive website for her former school.",5.15
1547,2775,Thank you Nabil for staying focused on the task. I hope you can now appreciate my insistence on you writing the code yourself.,4.521739130434782
1548,2776,"Nabil, I commend you for the punctuality and diligence exhibited throughout the internship period. If you maintain this going forward, you are going to make a wonderful professional.",5.535714285714286
1549,2777,Progressive in the week's tasks.,5.6
1550,2778,Progressive,11.0
1551,2779,he has done every assignment he is allocated and he delivered beyond expectations,5.3076923076923075
1552,2780,Progressive,11.0
1553,2781,I'm sorry to learn about your challenges Trey. I hope you can overcome them and proceed with the internship.,4.7368421052631575
1554,2784,"Usage of CRUD (create, read, update and delete) demonstrated. Fast learner, takes instruction well",6.071428571428571
1555,2785,Thanks Jedidiah for keeping focused. Keep engaging with your teammate and improve communication.,6.461538461538462
1556,2786,Gradual improvement in design.,6.75
1557,2787,Progressive,11.0
1558,2788,Challenged by the computer but since other work was in group setting they delivered as expected.,5.0625
1559,2789,Her team brain stormed more on improvement of the system at hand.,4.5
1560,2790,Progressive,11.0
1561,2791,Committed to executing tasks at hand i.e. he was able to finish the networking assignment.,5.066666666666666
1562,2792,She acquired more knowledge in Hardware maintenance and repair,6.0
1563,2793,Satisfactory performance,11.5
1564,2794,"Progressive  in tasks at hand with colleagues ,although had Laptop challenge .",5.5
1565,2795,"Thanks Trevor for the diligence exhibited throughout this internship period. If you carry this forward, you are definitely going to have a great career ahead. The issue of links was because of cache,, but the site has been migrated to a server without caching problems",4.977777777777778
1566,2796,I encourage Ssemuga to perfect Linux because it's a very good operating system in terms of security.,4.9411764705882355
1567,2797,"Ssemuga  has acquired hands-on skills needed to fix or troubleshoot common problems with printers, photocopying machines and scanners. He can also operate these devices.",6.041666666666667
1568,2800,"I understand you had challenges on some tasks during the testing. But I'm glad you finally got your focus. The database planning and structure implementation is truly exceptional and well planned, great use of your Data And Information management knowledge.
On your next project, try to find more alternatives for a local portable database.",5.314814814814815
1569,2801,"Excellent progress and execution of tasks. Fast learner, active and creative.
Tonny had a challenge impressing the client with the original User Interface design he had come up with, but with my guidance and comments from the client, he was able to successfully come up with something really impressive and i liked his effort and creativity until the project was presented to the client for testing.",5.0606060606060606
1570,2804,Good work on Wamp server installation and configuring it to work with the latest cms of wordpress is appealing. Nice work,4.809523809523809
1571,2805,Challenged by his computer specifications in correspondence to the work at hand.,5.75
1572,2806,Challenged by the laptop,5.25
1573,2807,This is the first week of the internship and the student was able to pick out topics she believes will be beneficial in her experience.,4.44
1574,2808,"Well done Kengo. An area of improvement is to find a way to display and explain the code and development work you have done. Otherwise, keep up the good work.",4.3
1575,2809,Good job with the new API. Looking forward to the ultimate outcome. Keep it up.,4.333333333333333
1576,2810,"Hillary, where exactly have you got funding challenges? What requirements did you change?",5.923076923076923
1577,2811,"Sharifa, I commend your efforts to catch up in the development field. Keep up the spirit and continually aim to maintain a positive attitude to solving problems. I congratulate you on finishing the internship.",5.176470588235294
1578,2812,"all task were completed on time
Managed to complete development of the initial website as requested",5.25
1579,2813,"You have done a good job this week. Your skills have improved greatly throughout the internship. You have become better at problem-solving, feature implementation, and working with your team. Do not stop improving even as you finish your internship. Remember to always be building.",5.409090909090909
1580,2814,"Micheal was able to solely figure out how to integrate calendly into our platform. This portrays his ability to research and up-skill himself. 

His execution speed for both design work and front end implementation has improved  as he has gotten acquainted with the functionalities of the platform. 

Micheal has great potential.",5.372549019607843
1581,2817,she is open to learn new things out of her comfort zone and that's what interests me about her.,4.052631578947368
1582,2818,very good at writing documents.,5.4
1583,2820,"Tasks completed well. 
Willingness to learn is a good sign.",4.9
1584,2822,"Good job Benadette, please interact more with your colleagues such that you can learn from one another.",5.117647058823529
1585,2823,Yvette is done with the end of internship challenge.,4.888888888888889
1586,2827,I encourage Emmilly to upgrade her machine for better performance.,5.7
1587,2828,He's done with the internship challenge.,5.833333333333333
1588,2835,"Nansamba Nuluyati is hardworking, dresses appropriately and appears respectable.",8.0
1589,2836,I really appreciate the great effort you put in to make things work right and the commitment to deliver on  time. Katumba you made research ahead of what i expected. WordPress is popular however somehow tricky for beginners but you made it like a pro. Keep up the good work. Continue with Practice.,4.622641509433962
1590,2837,"Server access and required files will be provided for the pending tasks
Nicely done with the modal redesign.",5.055555555555555
1591,2838,I congratulate you Mariam for successfully completing the internship. I am confident that you have gained a lot and you can now move on to kickstart your career from a better position.,4.78125
1592,2839,"After deploying the website and a few bugs where noticed by the client, who contacted us to have them resolved. We discussed the details and come up with specifics inform of solutions. I allowed Timothy to lead the discussion and only provided support. The bugs where resolved and the website is currently live and being used.",4.839285714285714
1593,2840,She successfully set up the database environment for the messaging App.,5.545454545454546
1594,2841,I encourage him to upgrade his machine for better performance.,5.3
1595,2842,Collins completed his tasks as expected.,5.833333333333333
1596,2843,"Internet was a challenge,but skills wise he was able to understand the week's Tasks in progress.",5.0625
1597,2844,Keep learning,6.0
1598,2845,Resty is almost done with the end of internship challenge.,4.9
1599,2847,She successfully completed this week's main tasks of Configuring routing protocols on later 3 devices and fixing PCs.,5.555555555555555
1600,2848,He completed this week's main tasks of Configuring interior gateway protocols on layer 3 devices and fixing common PC problems.,5.4
1601,2849,she is a well behaved discipline student with a remarkable traits of a successful learner and very cooperative with our staff members  more so she is a person of team work making her to adapt faster to a real cybersecurity environment.,4.7317073170731705
1602,2850,She successfully completed this week's main tasks of configuring routing protocols on layer 3 devices and fixing PCs,5.5
1603,2851,"Musumba's attendance record for these week was exceedingly proper regardless of the network connection challenges.
He has continued to maintain a good working relationship with team members she was assigned to.
He is so inquisitive, asks to learn and he has been so attentive during all the trainings.",5.291666666666667
1604,2852,"Because of the distance, I encourage Aaron to plan his movements abit early so that he can be at Stratcom in time for practical sessions.",4.52
1605,2853,She successfully completed this week's main tasks of Configuring interior gateway protocols on layer 3 devices and fixing common PC problems.,5.761904761904762
1606,2854,Rhoda successfully completed this week's main tasks of configuring routing protocols on layer 3 devices and PC repair. She also learnt how to configure static IP parameters to a desktop.,5.233333333333333
